can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,charge,converged,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,multiplicity,number_of_atoms,zero_point_correction
Cc1c(C)c(F)c(B(c2c(F)c(C)c(C)c(C)c2F)c2c(F)c(C)c(C)c(C)c2F)c(F)c1C,-1667.908078,0.6967,15162.2875,3667.223,-1668.27188801,0.520015,-1667.943162,-1668.010501,0.417592,-1667.907133,0.52096,0.0,1.0,0.5948,0.15361,14675.835,0.11490999999999998,-0.26852,-0.0387,476.3107,3994.006,1.0,61.0,0.484931
Cc1c(C)c(O)c(B(c2c(O)c(C)c(C)c(C)c2O)c2c(O)c(C)c(C)c(C)c2O)c(O)c1C,-1523.750117,7.4398,15212.3591,3969.892,-1524.1157662,0.597329,-1523.786212,-1523.854418,0.493028,-1523.749173,0.598273,0.0,1.0,3.2942,0.13489,14737.84,0.1066,-0.24149,-0.02829,464.3641,3928.539,1.0,67.0,0.561234
Cc1c(Cl)c(C#N)c(B(c2c(C#N)c(Cl)c(C)c(Cl)c2C#N)c2c(C#N)c(Cl)c(C)c(Cl)c2C#N)c(C#N)c1Cl,-4147.734024,1.4449,21572.4024,3935.069,-4147.9530897,0.334943,-4147.773058,-4147.850896,0.218071,-4147.733079,0.335887,0.0,1.0,2.6517,0.21962,20842.8276,0.11061000000000001,-0.33023,-0.10901,640.9363,4255.366,1.0,49.0,0.295908
Cc1c(Cl)c(C(F)(F)F)c(B(c2c(C(F)(F)F)c(Cl)c(C)c(Cl)c2C(F)(F)F)c2c(C(F)(F)F)c(Cl)c(C)c(Cl)c2C(F)(F)F)c(C(F)(F)F)c1Cl,-5615.977866,2.3455,27893.4863,4161.786,-5616.02874861,0.384078,-5616.025263,-5616.106204,0.25574,-5615.976921,0.385022,0.0,1.0,2.0053,0.19854999999999998,26947.1365,0.12408,-0.32263,-0.07447,898.8673,4693.078,1.0,61.0,0.33668
Cc1c(Cl)c(C)c(Cl)c(B(c2c(Cl)c(C)c(Cl)c(C)c2Cl)c2c(Cl)c(C)c(Cl)c(C)c2Cl)c1Cl,-5091.006252,3.0039,20491.528,4644.581,-5091.28760666,0.39738,-5091.042632,-5091.114152,0.28948,-5091.005308,0.398324,0.0,1.0,1.1304,0.172405,19891.6769,0.11999499999999999,-0.2924,-0.05241,636.2932,4394.872,1.0,52.0,0.361
Cc1c(Cl)c(N(C)C)c(B(c2c(N(C)C)c(Cl)c(C)c(Cl)c2N(C)C)c2c(N(C)C)c(Cl)c(C)c(Cl)c2N(C)C)c(N(C)C)c1Cl,-4397.412155,0.7392,26141.8386,5366.981,-4397.75801573,0.80259,-4397.463526,-4397.545198,0.669547,-4397.411211,0.803534,0.0,1.0,1.3521,0.14129,25202.7185,0.12621000000000002,-0.2675,-0.01508,749.2867,5558.659,1.0,91.0,0.751219
Cc1c(Cl)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(Cl)c(C)c(Cl)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(Cl)c(C)c(Cl)c2[N+](=O)[O-])c([N+](=O)[O-])c1Cl,-4820.951296,3.0686,24005.0881,4081.584,-4820.74654864,0.365651,-4820.993165,-4821.069998,0.246948,-4820.950352,0.366595,0.0,1.0,1.5365,0.22341999999999998,24396.1567,0.10238,-0.3258,-0.12104,760.8631,4283.144,1.0,55.0,0.323781
Cc1c(Cl)cc(B(c2cc(Cl)c(C)c(Cl)c2)c2cc(Cl)c(C)c(Cl)c2)cc1Cl,-3594.488535,3.6026,18493.2011,3352.868,-3594.70215856,0.333997,-3594.516192,-3594.578757,0.243775,-3594.487591,0.334941,0.0,1.0,1.6412,0.18474000000000002,17836.2319,0.12044,-0.30518,-0.0643,490.8775,3176.402,1.0,43.0,0.306341
Cc1c(F)c(C)c(B(c2c(C)c(F)c(C)c(F)c2C)c2c(C)c(F)c(C)c(F)c2C)c(C)c1F,-1667.896129,2.6303,14832.9775,3598.578,-1668.28015554,0.519753,-1667.931525,-1667.999423,0.416459,-1667.895185,0.520698,0.0,1.0,0.8069,0.16683,14289.8768,0.11560000000000001,-0.28243,-0.05123,476.3107,3450.183,1.0,61.0,0.484357
Cc1c(F)c(F)c(B(c2c(F)c(F)c(C)c(F)c2F)c2c(F)c(F)c(C)c(F)c2F)c(F)c1F,-2027.53838,0.194,14559.3809,3000.782,-2027.70800903,0.297487,-2027.569397,-2027.632526,0.203341,-2027.537436,0.298431,0.0,1.0,1.0866,0.18377,14108.9038,0.11074,-0.29451,-0.07303,500.0929,3125.814,1.0,43.0,0.26647
Cc1c(F)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(F)c(C)c(F)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(F)c(C)c(F)c2[N+](=O)[O-])c([N+](=O)[O-])c1F,-2658.77763,0.9933,18470.3059,4096.82,-2658.65076506,0.373788,-2658.817758,-2658.891391,0.260027,-2658.776685,0.374733,0.0,1.0,4.8144,0.223225,18238.9278,0.10755500000000001,-0.33078,-0.11567,662.1355,3460.421,1.0,55.0,0.33366
Cc1c(F)cc(B(c2cc(F)c(C)c(F)c2)c2cc(F)c(C)c(F)c2)cc1F,-1432.302483,2.7031,12957.9309,3055.05,-1432.51972578,0.341052,-1432.32822,-1432.386914,0.256621,-1432.301539,0.341996,0.0,1.0,1.3877,0.177405,12478.1159,0.122785,-0.30019,-0.05462,392.1499,3304.442,1.0,43.0,0.315315
Cc1c(N(C)C)c(C#N)c(B(c2c(C#N)c(N(C)C)c(C)c(N(C)C)c2C#N)c2c(C#N)c(N(C)C)c(C)c(N(C)C)c2C#N)c(C#N)c1N(C)C,-2193.245352,5.501,28562.6354,5424.8,-2193.89483268,0.855753,-2193.301863,-2193.395601,0.705503,-2193.244408,0.856697,0.0,1.0,3.3139,0.15337499999999998,27650.9473,0.095955,-0.24933,-0.05742,692.6749,6252.312,1.0,97.0,0.799242
Cc1c(N)c(C#N)c(B(c2c(C#N)c(N)c(C)c(N)c2C#N)c2c(C#N)c(N)c(C)c(N)c2C#N)c(C#N)c1N,-1722.22284,6.496,16484.7506,4269.715,-1722.51629971,0.497784,-1722.262296,-1722.33469,0.385934,-1722.221896,0.498729,0.0,1.0,4.5262,0.16503500000000002,15767.3182,0.096635,-0.26167,-0.0684,524.3533,3857.725,1.0,61.0,0.458329
Cc1c(N)c(C(F)(F)F)c(B(c2c(C(F)(F)F)c(N)c(C)c(N)c2C(F)(F)F)c2c(C(F)(F)F)c(N)c(C)c(N)c2C(F)(F)F)c(C(F)(F)F)c1N,-3190.447699,5.0789,22595.3372,4402.017,-3190.62051125,0.547334,-3190.49622,-3190.576529,0.418504,-3190.446755,0.548279,0.0,1.0,1.4107,0.14370500000000003,21988.2818,0.10887500000000001,-0.25258,-0.03483,782.2843,4631.687,1.0,73.0,0.498813
Cc1c(N)c(C)c(B(c2c(C)c(N)c(C)c(N)c2C)c2c(C)c(N)c(C)c(N)c2C)c(C)c1N,-1404.472915,5.942,15223.0957,3961.114,-1404.83870587,0.674497,-1404.510397,-1404.578291,0.569122,-1404.471971,0.675441,0.0,1.0,0.6504,0.11477,14398.9755,0.10561,-0.22038,-0.00916,458.4553,3734.765,1.0,73.0,0.637015
Cc1c(N)c(Cl)c(B(c2c(Cl)c(N)c(C)c(N)c2Cl)c2c(Cl)c(N)c(C)c(N)c2Cl)c(Cl)c1N,-3926.363777,4.1293,16861.7336,4429.067,-3926.59052233,0.445058,-3926.399577,-3926.467231,0.341603,-3926.362833,0.446002,0.0,1.0,0.7977,0.13305,16228.0262,0.10324,-0.23629,-0.02981,580.9651,3662.498,1.0,55.0,0.409258
Cc1c(N)c(N)c(B(c2c(N)c(N)c(C)c(N)c2N)c2c(N)c(N)c(C)c(N)c2N)c(N)c1N,-1500.772796,5.0506,15023.719,3945.657,-1501.06280354,0.607715,-1500.808798,-1500.874521,0.505991,-1500.771852,0.60866,0.0,1.0,1.3502,0.1088,14077.9932,0.09521,-0.20401,-0.01359,464.3821,3275.64,1.0,67.0,0.571713
Cc1c(N)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(N)c(C)c(N)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(N)c(C)c(N)c2[N+](=O)[O-])c([N+](=O)[O-])c1N,-2395.458687,7.6436,18762.4437,4302.521,-2395.45012715,0.528939,-2395.500134,-2395.572004,0.415622,-2395.457743,0.529883,0.0,1.0,4.0143,0.161545,18541.816,0.093335,-0.25488,-0.06821,644.2801,4586.65,1.0,67.0,0.487492
Cc1c(N)cc(B(c2cc(N)c(C)c(N)c2)c2cc(N)c(C)c(N)c2)cc1N,-1168.899606,4.1005,13255.1199,3780.936,-1169.18954349,0.495591,-1168.927732,-1168.985337,0.409859,-1168.898662,0.496535,0.0,1.0,2.0069,0.12228,12892.5266,0.10813,-0.23041,-0.01415,374.2945,2940.728,1.0,55.0,0.467465
Cc1c(O)c(C#N)c(B(c2c(C#N)c(O)c(C)c(O)c2C#N)c2c(C#N)c(O)c(C)c(O)c2C#N)c(C#N)c1O,-1841.454173,3.7576,16373.304,4176.485,-1841.65969835,0.420667,-1841.492365,-1841.564654,0.310187,-1841.453229,0.421611,0.0,1.0,3.9179,0.19865000000000002,15601.9053,0.10277,-0.30142,-0.09588,530.2621,3878.164,1.0,55.0,0.382476
Cc1c(O)c(C)c(B(c2c(C)c(O)c(C)c(O)c2C)c2c(C)c(O)c(C)c(O)c2C)c(C)c1O,-1523.731421,4.159,14986.5011,4541.519,-1524.09819407,0.595901,-1523.768953,-1523.838026,0.489296,-1523.730477,0.596845,0.0,1.0,2.2031,0.1356,14265.1261,0.10819000000000001,-0.24379,-0.02741,464.3641,4169.264,1.0,67.0,0.558369
Cc1c(O)c(F)c(B(c2c(F)c(O)c(C)c(O)c2F)c2c(F)c(O)c(C)c(O)c2F)c(F)c1O,-1883.411292,3.305,14688.6534,3442.859,-1883.60451705,0.374218,-1883.443984,-1883.506825,0.278685,-1883.410348,0.375162,0.0,1.0,2.3403,0.155255,14092.783,0.101395,-0.25665,-0.05386,488.1463,3411.56,1.0,49.0,0.341525
Cc1c(O)c(N(C)C)c(B(c2c(N(C)C)c(O)c(C)c(O)c2N(C)C)c2c(N(C)C)c(O)c(C)c(O)c2N(C)C)c(N(C)C)c1O,-2091.075964,0.6734,20684.6265,6201.126,-2091.41208706,0.885845,-2091.127724,-2091.206565,0.755244,-2091.07502,0.886789,0.0,1.0,2.8552,0.10858000000000001,20308.5193,0.12841,-0.23699,0.01983,638.6125,5057.656,1.0,97.0,0.834085
Cc1c(O)c(N)c(B(c2c(N)c(O)c(C)c(O)c2N)c2c(N)c(O)c(C)c(O)c2N)c(N)c1O,-1620.020159,0.3077,14947.0753,3606.495,-1620.28264544,0.529259,-1620.0553,-1620.119007,0.430411,-1620.019215,0.530203,0.0,1.0,2.0214,0.10156,14603.9042,0.10751000000000001,-0.20907,0.00595,470.2909,3680.855,1.0,61.0,0.494118
Cc1c(O)c(O)c(B(c2c(O)c(O)c(C)c(O)c2O)c2c(O)c(O)c(C)c(O)c2O)c(O)c1O,-1739.278926,6.8846,14689.5717,3009.523,-1739.46821629,0.451187,-1739.313751,-1739.380821,0.349292,-1739.277982,0.452131,0.0,1.0,5.4153,0.1226,14312.8114,0.10024000000000001,-0.22284,-0.02236,476.1997,3152.833,1.0,55.0,0.416361
Cc1c(O)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(O)c(C)c(O)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(O)c(C)c(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1O,-2514.680149,4.3039,18637.0719,4329.011,-2514.61705867,0.450539,-2514.720625,-2514.79353,0.337158,-2514.679205,0.451483,0.0,1.0,8.2454,0.18929,18469.7845,0.10151,-0.2908,-0.08778,650.1889,4368.726,1.0,61.0,0.410063
Cc1c(O)cc(B(c2cc(O)c(C)c(O)c2)c2cc(O)c(C)c(O)c2)cc1O,-1288.149146,2.2955,13074.2663,2721.951,-1288.36858256,0.417687,-1288.176599,-1288.234691,0.332143,-1288.148202,0.418631,0.0,1.0,3.7178,0.14547,12632.3828,0.11349999999999999,-0.25897,-0.03197,380.2033,2909.671,1.0,49.0,0.390235
Cc1c([N+](=O)[O-])c(C(F)(F)F)c(B(c2c(C(F)(F)F)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2C(F)(F)F)c2c(C(F)(F)F)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2C(F)(F)F)c(C(F)(F)F)c1[N+](=O)[O-],-4084.983142,0.2924,32617.887,5142.602,-4084.9326752,0.467779,-4085.038674,-4085.128151,0.322769,-4084.982198,0.468723,0.0,1.0,3.5668,0.2433,32350.2231,0.12825,-0.37155,-0.11505,962.1823,6178.798,1.0,73.0,0.412246
Cc1c([N+](=O)[O-])c(N(C)C)c(B(c2c(N(C)C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2N(C)C)c2c(N(C)C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2N(C)C)c(N(C)C)c1[N+](=O)[O-],-2866.434822,2.9272,30821.8941,5678.13,-2866.50528757,0.886977,-2866.493727,-2866.584246,0.737553,-2866.433878,0.887921,0.0,1.0,2.0539,0.171435,31113.6337,0.11255500000000002,-0.28399,-0.05888,812.6017,5946.388,1.0,103.0,0.828072
Cc1c([N+](=O)[O-])c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],-3289.91848,2.4641,28832.6886,4590.915,-3289.63459091,0.448232,-3289.968657,-3290.056276,0.310436,-3289.917535,0.449176,0.0,1.0,3.2342,0.265945,28741.6764,0.10614499999999999,-0.37209,-0.1598,824.1781,4921.792,1.0,67.0,0.398055
Cc1c([N+](=O)[O-])cc(B(c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],-2063.496195,1.1108,22932.549,3347.665,-2063.52555867,0.418107,-2063.531257,-2063.603723,0.310578,-2063.495251,0.419051,0.0,1.0,2.9286,0.231625,22100.4789,0.126165,-0.35779,-0.10546,554.1925,3779.622,1.0,55.0,0.383045
Cc1cc(B(c2cc(C)c(C(C)(C)C)c(C)c2)c2cc(C)c(C(C)(C)C)c(C)c2)cc(C)c1C(C)(C)C,-1425.913058,0.8689,25830.8819,4647.958,-1426.51721757,0.835747,-1425.95257,-1426.024219,0.724585,-1425.912113,0.836691,0.0,1.0,1.4288,0.14839,23922.4869,0.12250999999999998,-0.2709,-0.02588,494.6089,4690.599,1.0,88.0,0.796234
Cc1cc(B(c2cc(C)c(C(F)(F)F)c(C)c2)c2cc(C)c(C(F)(F)F)c(C)c2)cc(C)c1C(F)(F)F,-1965.595695,3.6321,24629.2748,3950.269,-1965.93864419,0.501553,-1965.630153,-1965.69866,0.398587,-1965.59475,0.502497,0.0,1.0,1.8548,0.179895,23277.0261,0.121285,-0.30118,-0.05861,530.2822,3805.305,1.0,61.0,0.467095
Cc1cc(B(c2cc(C)c(C)c(C)c2)c2cc(C)c(C)c(C)c2)cc(C)c1C,-1072.617161,3.0259,13596.6696,2554.888,-1073.03407279,0.563183,-1072.646991,-1072.708588,0.471756,-1072.616217,0.564127,0.0,1.0,0.3715,0.145565,12819.506,0.124065,-0.26963,-0.0215,368.3677,3778.356,1.0,61.0,0.533353
Cc1cc(B(c2cc(C)c(O)c(C)c2)c2cc(C)c(O)c(C)c2)cc(C)c1O,-1180.391977,4.8982,13298.6058,3644.278,-1180.70044184,0.490791,-1180.42047,-1180.47894,0.403828,-1180.391033,0.491735,0.0,1.0,0.5671,0.13377,12644.5544,0.12072,-0.25449,-0.01305,374.2855,3176.206,1.0,55.0,0.462299
Cc1cc(B(c2cc(C)c([N+](=O)[O-])c(C)c2)c2cc(C)c([N+](=O)[O-])c(C)c2)cc(C)c1[N+](=O)[O-],-1568.067712,0.5874,19829.5381,4126.736,-1568.32998594,0.491123,-1568.099882,-1568.165259,0.393577,-1568.066768,0.492068,0.0,1.0,1.9757,0.19829,19031.6385,0.11892,-0.31721,-0.07937,461.2801,3557.531,1.0,58.0,0.458953
Cc1cc(C#N)c(B(c2c(C#N)cc(C)cc2C#N)c2c(C#N)cc(C)cc2C#N)c(C#N)c1,-1390.296816,3.1629,11876.4185,3815.046,-1390.56331567,0.384067,-1390.327184,-1390.393144,0.287739,-1390.295871,0.385011,0.0,1.0,2.4458,0.205735,11230.7386,0.11617499999999999,-0.32191,-0.08956,434.2657,3104.4,1.0,49.0,0.353699
Cc1cc(C(F)(F)F)c(B(c2c(C(F)(F)F)cc(C)cc2C(F)(F)F)c2c(C(F)(F)F)cc(C)cc2C(F)(F)F)c(C(F)(F)F)c1,-2858.58411,3.4456,17834.3571,4794.19,-2859.02068494,0.436575,-2858.624966,-2858.699365,0.32132,-2858.583166,0.437519,0.0,1.0,0.0943,0.183595,17840.9878,0.127645,-0.31124,-0.05595,692.1967,3633.097,1.0,61.0,0.395719
Cc1cc(C)cc(B(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,-954.81714,3.1006,10327.1724,3406.185,-955.290464351,0.473324,-954.843548,-954.904804,0.38566,-954.816195,0.474269,0.0,1.0,0.0184,0.15141,10332.8574,0.12521,-0.27662,-0.0262,326.2873,3068.939,1.0,52.0,0.446916
Cc1cc(F)c(B(c2c(F)cc(C)cc2F)c2c(F)cc(C)cc2F)c(F)c1,-1432.307664,3.2544,10265.0248,2773.557,-1432.52486591,0.34037,-1432.332971,-1432.389403,0.258631,-1432.306719,0.341314,0.0,1.0,2.1847,0.167075,9626.8732,0.12095500000000001,-0.28803,-0.04612,392.1499,2773.557,1.0,43.0,0.315063
Cc1cc(N(C)C)c(B(c2c(N(C)C)cc(C)cc2N(C)C)c2c(N(C)C)cc(C)cc2N(C)C)c(N(C)C)c1,-1639.96557,3.9198,16350.7286,5868.093,-1640.33153796,0.851918,-1640.009712,-1640.085038,0.732451,-1639.964626,0.852862,0.0,1.0,1.2699,0.11557500000000001,15738.7673,0.121865,-0.23744,0.00629,542.6161,5467.996,1.0,91.0,0.807777
Cc1cc(N)c(B(c2c(N)cc(C)cc2N)c2c(N)cc(C)cc2N)c(N)c1,-1168.901501,2.0806,10385.6238,2935.95,-1169.19452968,0.495334,-1168.929584,-1168.987934,0.408901,-1168.900557,0.496278,0.0,1.0,1.3789,0.107655,9649.2619,0.10739499999999999,-0.21505,-0.00026,374.2945,2721.125,1.0,55.0,0.467251
Cc1ccc(B(c2ccc(C)cc2)c2ccc(C)cc2)cc1,-837.017358,3.6268,8683.3125,2594.447,-837.401841288,0.38447,-837.037944,-837.090344,0.311484,-837.016414,0.385414,0.0,1.0,0.1004,0.15352000000000002,8688.519,0.12658,-0.2801,-0.02694,284.2069,2995.968,1.0,43.0,0.363884
Clc1c(Br)cc(B(c2cc(Br)c(Cl)c(Br)c2)c2cc(Br)c(Cl)c(Br)c2)cc1Br,-17525.074727,4.0862,33552.4949,3472.258,-17525.1750647,0.217809,-17525.102375,-17525.169822,0.122714,-17525.073783,0.218753,0.0,1.0,1.0904,0.19599,32478.3656,0.11535000000000001,-0.31134,-0.08064,818.8384,3920.291,1.0,34.0,0.190161
Clc1cc(B(c2cc(Cl)c(Br)c(Cl)c2)c2cc(Cl)c(Br)c(Cl)c2)cc(Cl)c1Br,-11190.236645,0.0977,29691.0724,4110.561,-11190.3333245,0.21827,-11190.263493,-11190.327934,0.126981,-11190.235701,0.219214,0.0,1.0,0.8219,0.19770500000000002,28826.6688,0.115925,-0.31363,-0.08178,685.4854,4058.528,1.0,34.0,0.191422
Clc1cc(B(c2cc(Cl)c(Cl)c(Cl)c2)c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,-4855.394814,2.8401,21771.1119,3506.603,-4855.48976671,0.219189,-4855.420945,-4855.483032,0.130971,-4855.39387,0.220134,0.0,1.0,0.9375,0.20052999999999999,21018.8081,0.11843999999999999,-0.31897,-0.08209,552.1324,3222.284,1.0,34.0,0.193059
Clc1cc(Cl)cc(B(c2cc(Cl)cc(Cl)c2)c2cc(Cl)cc(Cl)c2)c1,-3476.682315,4.0511,15264.3348,3154.868,-3476.79125751,0.244393,-3476.704867,-3476.76143,0.165278,-3476.681371,0.245337,0.0,1.0,1.1292,0.19263,14455.8302,0.11934999999999998,-0.31198,-0.07328,448.7971,3377.041,1.0,34.0,0.221841
Clc1ccc(B(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,-2097.953056,4.1832,11968.6434,3085.295,-2098.09404664,0.270122,-2097.971649,-2098.021577,0.201601,-2097.952112,0.271066,0.0,1.0,1.0055,0.17627500000000002,11413.682,0.123535,-0.29981,-0.05274,345.4618,2295.159,1.0,34.0,0.251529
FC(F)(F)c1c(Br)cc(B(c2cc(Br)c(C(F)(F)F)c(Br)c2)c2cc(Br)c(C(F)(F)F)c(Br)c2)cc1Br,-17157.103481,4.7867,41098.5984,3805.24,-17157.1792147,0.269008,-17157.137892,-17157.213408,0.159082,-17157.102536,0.269953,0.0,1.0,0.3066,0.20568,39405.4661,0.11035999999999999,-0.31604,-0.09532,919.498,3973.119,1.0,43.0,0.234597
FC(F)(F)c1c(Cl)cc(B(c2cc(Cl)c(C(F)(F)F)c(Cl)c2)c2cc(Cl)c(C(F)(F)F)c(Cl)c2)cc1Cl,-4487.420295,4.4198,29535.2327,3599.113,-4487.51373983,0.270264,-4487.453337,-4487.525069,0.16549,-4487.419351,0.271209,0.0,1.0,1.1045,0.21167999999999998,28267.0672,0.11463,-0.32631,-0.09705,652.792,3865.714,1.0,43.0,0.237223
FC(F)(F)c1cc(B(c2cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2)c2cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2)cc(C(F)(F)F)c1C(F)(F)F,-3751.52809,2.3278,41080.7447,3480.022,-3751.71200218,0.374532,-3751.574042,-3751.658654,0.243968,-3751.527146,0.375476,0.0,1.0,2.3299,0.23761500000000002,38930.0486,0.128915,-0.36653,-0.1087,854.1112,4368.538,1.0,61.0,0.32858
FC(F)(F)c1cc(B(c2cc(C(F)(F)F)c(Cl)c(C(F)(F)F)c2)c2cc(C(F)(F)F)c(Cl)c(C(F)(F)F)c2)cc(C(F)(F)F)c1Cl,-4119.496662,4.3897,33588.0742,3693.68,-4119.64544124,0.322927,-4119.536671,-4119.616108,0.203481,-4119.495717,0.323871,0.0,1.0,0.7382,0.216195,32275.056,0.12182499999999999,-0.33802,-0.09437,753.4516,4586.658,1.0,52.0,0.282918
FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)c(B(c2c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c2C(F)(F)F)c2c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c2C(F)(F)F)c1C(F)(F)F,-4762.281963,2.8834,37308.1892,4785.576,-4762.34508671,0.398834,-4762.336904,-4762.424052,0.256745,-4762.281019,0.399779,0.0,1.0,1.0511,0.23084000000000002,35177.8485,0.13475,-0.36559,-0.09609,1058.1061,4859.201,1.0,70.0,0.343893
FC(F)(F)c1ccc(B(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,-1730.003982,1.9218,19641.7938,2855.567,-1730.18876046,0.322222,-1730.029761,-1730.092066,0.234138,-1730.003038,0.323166,0.0,1.0,0.9436,0.195075,18389.9646,0.128815,-0.32389,-0.06626,446.1214,2792.807,1.0,43.0,0.296444
Fc1c(B(c2c(F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2F)c2c(F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2F)c(F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,-4346.772666,2.436,42826.7982,4958.593,-4346.89785133,0.329568,-4346.823537,-4346.911241,0.190993,-4346.771722,0.330512,0.0,1.0,2.5163,0.24251499999999998,40627.9807,0.118755,-0.36127,-0.12376,962.0542,4580.074,1.0,61.0,0.278697
Fc1c(C(F)(F)F)cc(B(c2cc(C(F)(F)F)c(F)c(C(F)(F)F)c2)c2cc(C(F)(F)F)c(F)c(C(F)(F)F)c2)cc1C(F)(F)F,-3038.413176,3.5596,30138.4279,3581.561,-3038.56743682,0.326982,-3038.452874,-3038.534802,0.205356,-3038.412232,0.327926,0.0,1.0,1.0604,0.215425,29282.9565,0.128615,-0.34404,-0.08681,704.0878,3715.452,1.0,52.0,0.287284
Fc1c(Cl)c(F)c(Cl)c(B(c2c(Cl)c(F)c(Cl)c(F)c2Cl)c2c(Cl)c(F)c(Cl)c(F)c2Cl)c1Cl,-5450.63291,0.2846,19894.9004,3072.456,-5450.69262749,0.175777,-5450.664579,-5450.73101,0.077677,-5450.631966,0.176721,0.0,1.0,1.0052,0.202095,18912.4721,0.11535500000000001,-0.31745,-0.08674,660.0754,3914.904,1.0,34.0,0.144108
Fc1cc(B(c2cc(F)c(C(F)(F)F)c(F)c2)c2cc(F)c(C(F)(F)F)c(F)c2)cc(F)c1C(F)(F)F,-2325.254123,3.9954,23987.6787,3004.08,-2325.3789378,0.277997,-2325.284944,-2325.351913,0.180206,-2325.253178,0.278941,0.0,1.0,1.6001,0.21199500000000002,22984.6949,0.119505,-0.3315,-0.09249,554.0644,3541.652,1.0,43.0,0.247175
Fc1cc(B(c2cc(F)c(F)c(F)c2)c2cc(F)c(F)c(F)c2)cc(F)c1F,-1612.090849,2.1561,12546.0279,1805.46,-1612.19735563,0.229772,-1612.11379,-1612.16811,0.152511,-1612.089905,0.230716,0.0,1.0,1.2383,0.19386,12070.4582,0.12459,-0.31845,-0.06927,404.041,2548.884,1.0,34.0,0.20683
Fc1cc(F)cc(B(c2cc(F)cc(F)c2)c2cc(F)cc(F)c2)c1,-1314.492525,3.7151,9662.058,2330.467,-1314.61023437,0.251158,-1314.512559,-1314.563301,0.180382,-1314.491581,0.252102,0.0,1.0,0.7142,0.18560000000000001,9298.3168,0.12204000000000001,-0.30764,-0.06356,350.0695,2407.296,1.0,34.0,0.231124
Fc1ccc(B(c2ccc(F)cc2)c2ccc(F)cc2)cc1,-1016.858616,3.4586,8234.7624,2298.74,-1017.00167936,0.273575,-1016.875981,-1016.923004,0.209187,-1016.857672,0.274519,0.0,1.0,0.7341,0.16741,7902.4108,0.12832,-0.29573,-0.03909,296.098,2272.618,1.0,34.0,0.25621
N#Cc1c(Br)cc(B(c2cc(Br)c(C#N)c(Br)c2)c2cc(Br)c(C#N)c(Br)c2)cc1Br,-16422.98029,4.2908,32692.3785,3243.529,-16423.2185247,0.244587,-16423.00971,-16423.078555,0.146322,-16422.979345,0.245531,0.0,1.0,1.0297,0.219535,32639.1755,0.10813500000000001,-0.32767,-0.1114,790.5325,3355.374,1.0,37.0,0.215167
N#Cc1c(Br)cc(Br)c(C#N)c1B(c1c(C#N)c(Br)cc(Br)c1C#N)c1c(C#N)c(Br)cc(Br)c1C#N,-16699.608096,4.0723,30244.2332,4173.062,-16699.7250702,0.244714,-16699.6433,-16699.720021,0.13279,-16699.607152,0.245658,0.0,1.0,3.1207,0.221385,29534.032,0.10696499999999999,-0.32835,-0.11442,865.5619,4287.392,1.0,40.0,0.209511
